label,source_file,S1_dR,S1_abs_dR,S1_EMAi0.001,S1_EMAi0.01,S1_EMAi0.1,S1_EMAd0.001,S1_EMAd0.01,S1_EMAd0.1,S2_dR,S2_abs_dR,S2_EMAi0.001,S2_EMAi0.01,S2_EMAi0.1,S2_EMAd0.001,S2_EMAd0.01,S2_EMAd0.1,S3_dR,S3_abs_dR,S3_EMAi0.001,S3_EMAi0.01,S3_EMAi0.1,S3_EMAd0.001,S3_EMAd0.01,S3_EMAd0.1,S4_dR,S4_abs_dR,S4_EMAi0.001,S4_EMAi0.01,S4_EMAi0.1,S4_EMAd0.001,S4_EMAd0.01,S4_EMAd0.1,S5_dR,S5_abs_dR,S5_EMAi0.001,S5_EMAi0.01,S5_EMAi0.1,S5_EMAd0.001,S5_EMAd0.01,S5_EMAd0.1,S6_dR,S6_abs_dR,S6_EMAi0.001,S6_EMAi0.01,S6_EMAi0.1,S6_EMAd0.001,S6_EMAd0.01,S6_EMAd0.1,S7_dR,S7_abs_dR,S7_EMAi0.001,S7_EMAi0.01,S7_EMAi0.1,S7_EMAd0.001,S7_EMAd0.01,S7_EMAd0.1,S8_dR,S8_abs_dR,S8_EMAi0.001,S8_EMAi0.01,S8_EMAi0.1,S8_EMAd0.001,S8_EMAd0.01,S8_EMAd0.1,S9_dR,S9_abs_dR,S9_EMAi0.001,S9_EMAi0.01,S9_EMAi0.1,S9_EMAd0.001,S9_EMAd0.01,S9_EMAd0.1,S10_dR,S10_abs_dR,S10_EMAi0.001,S10_EMAi0.01,S10_EMAi0.1,S10_EMAd0.001,S10_EMAd0.01,S10_EMAd0.1,S11_dR,S11_abs_dR,S11_EMAi0.001,S11_EMAi0.01,S11_EMAi0.1,S11_EMAd0.001,S11_EMAd0.01,S11_EMAd0.1,S12_dR,S12_abs_dR,S12_EMAi0.001,S12_EMAi0.01,S12_EMAi0.1,S12_EMAd0.001,S12_EMAd0.01,S12_EMAd0.1,S13_dR,S13_abs_dR,S13_EMAi0.001,S13_EMAi0.01,S13_EMAi0.1,S13_EMAd0.001,S13_EMAd0.01,S13_EMAd0.1,S14_dR,S14_abs_dR,S14_EMAi0.001,S14_EMAi0.01,S14_EMAi0.1,S14_EMAd0.001,S14_EMAd0.01,S14_EMAd0.1,S15_dR,S15_abs_dR,S15_EMAi0.001,S15_EMAi0.01,S15_EMAi0.1,S15_EMAd0.001,S15_EMAd0.01,S15_EMAd0.1,S16_dR,S16_abs_dR,S16_EMAi0.001,S16_EMAi0.01,S16_EMAi0.1,S16_EMAd0.001,S16_EMAd0.01,S16_EMAd0.1
3,batch6.dat,44158.33,10.07205,11.715975,16.975029,23.49772,-8.842102,-12.941809,-30.834642,44504.7178,9.168338,12.719302,19.540809,26.132455,-8.866995,-13.424469,-36.635051,15341.4746,4.707943,4.971759,9.092318,12.807539,-3.223541,-5.274582,-16.843113,15442.1396,4.516136,4.959013,9.222475,13.122253,-3.19755,-4.816311,-14.396957,2229.2959,2.220205,0.929205,2.757158,4.983347,-0.506184,-1.017965,-4.444533,2405.4387,2.254854,1.038109,3.196939,6.274037,-0.538587,-1.107331,-4.074627,19081.4551,5.039925,7.11648,15.034161,19.118894,-4.35206,-7.189102,-19.536336,20297.3653,4.984297,7.615369,16.153797,22.456921,-4.665357,-7.927758,-21.311016,34596.8818,6.283812,8.211142,11.119893,14.505869,-5.922409,-8.493487,-20.369925,25782.1738,5.197626,5.694514,7.694171,10.764262,-4.031881,-5.639773,-14.828222,17855.71,4.823954,5.196402,8.298486,10.879891,-3.458971,-5.076832,-10.79075,13980.7783,4.707295,4.116028,6.815468,9.129416,-2.746077,-3.885385,-8.80791,4715.9224,2.876623,1.936862,5.750659,7.964627,-1.014362,-1.688378,-3.851806,4899.4859,2.955019,2.007641,5.71593,8.201545,-1.025367,-1.631526,-4.055095,22383.3316,5.320384,7.463698,13.746888,16.872268,-4.824497,-7.348262,-14.103192,19413.4732,5.228227,6.654699,12.450093,15.951606,-4.212725,-6.452455,-12.507659
3,batch6.dat,48202.0454,10.465327,13.142405,19.118305,24.321667,-9.706819,-13.86638,-37.506618,48423.1255,9.620973,14.085398,21.629294,27.708553,-9.771254,-14.360497,-38.477792,17804.9492,5.179385,5.600583,10.227601,14.550752,-3.77899,-5.91809,-16.606649,17926.1274,4.974989,5.579592,10.168505,14.809086,-3.717884,-5.748761,-16.297983,2480.9969,2.350563,0.999912,2.923489,4.687549,-0.555105,-1.141244,-4.391613,2669.9694,2.383334,1.119035,3.401117,5.735719,-0.591703,-1.202066,-5.043901,21909.6914,5.501208,7.952642,16.320629,21.912401,-5.034117,-7.912409,-20.305953,23313.041,5.401261,8.478769,17.761887,24.073155,-5.380188,-8.808136,-21.78801,37809.8462,6.529785,9.187946,12.407864,16.672505,-6.52881,-8.931265,-21.415435,28347.4283,5.394787,6.407562,8.65925,11.78185,-4.504462,-6.230381,-15.314142,20798.4468,5.319677,5.94822,9.387182,13.066926,-4.100971,-5.849868,-12.719354,16250.8557,5.193064,4.685679,7.567524,10.299896,-3.230362,-4.585573,-9.794194,5273.0723,3.071999,2.097435,6.081556,9.11865,-1.120145,-1.917031,-4.032769,5425.2732,3.130947,2.151005,6.062813,8.213837,-1.141416,-1.869781,-4.150747,25909.7563,5.832871,8.391915,15.169277,19.054109,-5.648099,-8.300426,-16.313033,22335.8027,5.700088,7.53011,13.735356,17.5783,-4.907772,-7.5186,-14.573526
3,batch6.dat,51937.083,10.898112,14.23541,20.628227,27.785454,-10.516762,-15.014039,-36.543684,52068.4106,9.991113,15.165874,23.093728,31.264181,-10.5645,-15.757004,-40.440868,19759.6933,5.539544,6.2164,11.021689,15.652639,-4.328805,-7.099785,-20.102785,19796.0659,5.288212,6.166498,10.919943,16.119815,-4.252519,-6.744124,-17.515684,2638.375,2.42525,1.069473,2.94201,4.585163,-0.607297,-1.225353,-4.878165,2843.701,2.458791,1.173061,3.466732,5.972601,-0.645168,-1.338086,-4.638526,24290.5225,5.832929,8.707432,17.353931,22.111881,-5.755286,-9.879613,-24.448326,25811.1138,5.749178,9.271286,18.749245,23.976824,-6.142391,-10.584013,-28.443729,41018.7988,6.761897,10.049635,13.625565,18.881476,-7.109842,-9.729076,-25.146374,31021.2217,5.610191,7.035213,9.393737,12.655111,-4.970972,-6.901523,-17.395233,23268.8037,5.705612,6.720539,10.349075,13.590585,-4.741526,-6.891394,-14.855088,18185.3398,5.562797,5.272426,8.358515,10.907978,-3.75264,-5.453383,-11.203282,5679.9051,3.20825,2.220923,6.249831,8.608078,-1.241094,-2.142961,-4.453575,5832.2901,3.249018,2.26122,6.180633,8.65226,-1.250989,-2.099278,-4.619776,28900.4273,6.221987,9.35157,16.512628,21.036654,-6.572037,-10.559527,-19.626254,24954.5913,6.081936,8.336573,14.922283,18.459105,-5.688591,-9.08212,-16.830141
3,batch6.dat,55585.1196,11.210753,15.841012,22.96944,31.197166,-11.491837,-16.621316,-38.876462,55983.4409,10.326687,16.859749,25.353167,32.790347,-11.590588,-17.159557,-53.579047,21885.4179,5.796964,6.900514,12.046773,16.254196,-4.820438,-7.476171,-20.634222,21936.1821,5.562405,6.831123,12.105051,17.492394,-4.756053,-7.357765,-22.994512,2822.2075,2.490386,1.125725,3.229255,5.880024,-0.644228,-1.348352,-4.606977,2985.0809,2.47265,1.242775,3.369584,6.443678,-0.672867,-1.370599,-4.964945,26656.8852,6.047045,9.665243,18.825833,24.353235,-6.310082,-10.645083,-27.047224,28361.6069,5.972655,10.307731,20.606737,26.538344,-6.826926,-11.656958,-27.697774,44029.4756,6.941479,11.202879,15.006605,21.034274,-7.789566,-10.550359,-28.626669,33355.6646,5.744916,7.799377,10.372037,13.776977,-5.454529,-7.55112,-19.495141,25855.1836,6.019166,7.567342,11.415078,14.630815,-5.39699,-7.770369,-15.444656,20206.5327,5.850932,5.912806,9.101155,11.800904,-4.240383,-6.134578,-12.963859,6033.0559,3.254164,2.354059,6.454783,9.44679,-1.3385,-2.363303,-5.04003,6220.5051,3.318534,2.403619,6.45886,9.075251,-1.332498,-2.249826,-4.542954,32056.0655,6.514506,10.441796,18.076146,22.486521,-7.393961,-11.540904,-21.673868,27582.811,6.34136,9.322708,16.362215,19.900081,-6.348046,-10.076296,-19.292725
3,batch6.dat,60589.3008,11.780872,17.149123,25.330314,35.491583,-12.625423,-18.013159,-46.517821,60601.313,10.776476,18.168228,27.667027,34.750893,-12.627797,-18.75515,-51.78504,23471.3872,5.966763,7.463618,13.040266,16.012844,-5.363986,-8.461786,-23.923261,23559.4575,5.774562,7.403484,13.082544,19.611348,-5.25166,-8.199863,-18.562648,2941.9918,2.523906,1.19607,3.221588,6.762116,-0.67933,-1.319465,-4.957028,3162.1302,2.579584,1.312401,3.741857,6.220197,-0.718606,-1.37691,-4.654552,28487.7623,6.201857,10.334999,20.342835,26.800526,-6.992615,-11.523879,-26.415164,30302.7222,6.148428,10.988996,22.013773,29.326914,-7.505399,-12.765335,-30.257551,47349.8521,7.148979,12.094134,16.58759,23.620199,-8.412133,-11.334685,-29.836674,36190.4126,5.985653,8.476826,11.40565,16.135194,-5.959705,-8.077181,-20.643549,28041.7168,6.273483,8.24659,12.490176,16.24177,-6.06502,-8.879994,-19.411718,21907.0059,6.066748,6.454084,9.932549,12.60375,-4.787652,-6.858342,-13.851972,6329.6975,3.31478,2.492792,6.896985,9.995416,-1.42772,-2.436503,-5.028976,6490.2788,3.355966,2.550796,6.769439,9.601079,-1.435036,-2.323179,-4.587781,34660.5029,6.749551,11.290299,19.745717,23.677701,-8.285488,-12.622249,-24.496754,29782.6733,6.569626,10.073796,17.961353,21.096133,-7.075878,-11.14567,-21.446659
3,batch6.dat,63782.8022,11.762145,18.158453,26.816746,36.076279,-13.430309,-18.579045,-60.951473,63772.77,10.796919,18.89236,28.616855,37.458151,-13.464833,-19.758533,-55.196583,25786.3799,6.289044,8.017106,13.838265,19.779235,-5.895278,-9.975017,-29.188571,25759.4389,6.013659,7.925595,13.736803,19.485088,-5.786734,-9.153816,-25.558793,3142.6296,2.602576,1.232406,3.283724,5.559384,-0.727851,-1.404879,-4.441387,3332.1246,2.61285,1.346792,3.713498,7.495112,-0.756275,-1.482461,-4.595432,31247.0259,6.478171,11.11904,21.227502,26.350804,-7.66908,-13.188881,-30.847358,33060.8731,6.351572,11.834101,22.728751,29.119419,-8.165838,-14.881504,-34.962733,49489.853,7.114787,12.851246,17.497819,23.622321,-8.85426,-12.110296,-31.292821,37999.268,6.008173,9.051172,12.130033,17.068286,-6.301444,-8.651009,-20.873002,31068.7461,6.611389,8.932636,13.228073,17.203597,-6.69021,-9.806879,-23.352333,24202.8408,6.425972,7.002114,10.645391,14.436703,-5.295311,-7.870891,-15.156404,6751.5647,3.39233,2.584859,6.881609,10.26242,-1.528823,-2.669965,-5.516865,6927.0986,3.450112,2.631112,6.948447,9.448318,-1.530663,-2.604677,-4.751717,38115.0059,7.073207,12.264102,20.831057,24.96735,-9.154007,-15.286462,-28.497221,32707.1826,6.865998,10.861252,18.964266,23.472313,-7.851902,-13.162917,-25.765897
3,batch6.dat,66315.1211,11.872466,19.16729,27.802214,38.025743,-13.83218,-19.692951,-46.002191,66680.4414,10.891561,19.987509,30.105436,38.305829,-13.937452,-20.494002,-53.637937,28104.6377,6.652747,8.761914,14.993367,19.402036,-6.689913,-10.87153,-25.28854,27972.6763,6.366135,8.655436,14.805144,19.832239,-6.501717,-10.303573,-25.1024,3297.2221,2.644177,1.310168,3.544156,6.725153,-0.784874,-1.504909,-5.487295,3513.113,2.66707,1.420785,3.829445,7.759476,-0.827393,-1.550742,-5.760264,33712.3623,6.788484,12.014869,23.032841,29.939472,-8.635907,-14.574117,-30.815928,35881.4512,6.674308,12.747913,24.78496,32.638865,-9.246882,-15.640768,-37.711511,51712.332,7.197042,13.605008,18.61313,26.471669,-9.095671,-12.292563,-33.805581,39563.5235,6.049216,9.588998,12.852511,18.087118,-6.479695,-8.697527,-22.002324,33767.4034,7.002416,9.791338,14.552007,18.810636,-7.581931,-11.076566,-23.327775,26576.2754,6.83263,7.647946,11.578801,14.225774,-6.022369,-8.957449,-17.488727,7196.1765,3.513295,2.746723,7.28531,10.125904,-1.67774,-2.807958,-5.865544,7357.5135,3.568676,2.793495,7.28686,10.908761,-1.680917,-2.801678,-5.17265,41448.7759,7.439108,13.335005,22.665666,26.849256,-10.354559,-16.527783,-31.004332,35440.8955,7.23227,11.811012,20.567904,24.322045,-8.848359,-14.156813,-29.525397
4,batch6.dat,124243.4551,7.184459,32.270484,44.804736,54.540002,-22.841792,-32.76491,-89.022808,134079.1035,6.199801,36.107725,53.443575,65.25674,-25.108374,-34.900828,-108.93115,32585.0723,4.681649,9.161664,13.614043,17.77529,-7.615889,-11.280458,-22.672443,31955.876,4.442574,8.895357,13.053357,16.880637,-7.349241,-10.71024,-21.630782,4479.8073,2.704513,1.543295,3.530742,5.006369,-1.000899,-1.688982,-3.998028,4312.1314,2.589204,1.497143,3.661287,6.080563,-0.948606,-1.625267,-4.346291,40650.0517,5.004327,12.902446,22.152434,27.441855,-10.214337,-16.44274,-26.129017,42784.1387,4.928447,13.562138,23.784407,30.223819,-10.779347,-17.491053,-32.942493,93485.084,5.619691,23.302392,31.494172,43.86873,-16.722418,-22.171124,-67.321308,71813.9609,5.086991,16.474898,21.378315,29.712003,-12.70161,-17.330651,-46.494478,46312.4473,6.063269,11.705117,15.174461,19.996136,-10.499787,-14.946626,-29.079384,35693.4209,5.618702,9.103294,12.000096,14.657887,-8.104241,-11.552825,-21.39938,8310.3674,3.068884,2.762873,6.964067,9.337923,-1.854493,-2.924784,-5.260153,8376.0811,3.077957,2.749697,6.846834,9.127773,-1.834269,-2.934779,-5.139917,57613.6475,6.474257,16.334086,23.394359,27.496042,-14.698556,-23.846625,-42.696277,48358.5088,6.118073,13.982666,20.800818,24.294563,-12.382137,-19.66092,-31.875905
4,batch6.dat,128163.9316,8.686098,32.166646,43.472699,56.126054,-22.723364,-30.720591,-85.290248,138274.9102,7.281414,36.690516,51.780346,62.464064,-25.039365,-35.677868,-116.333226,34001.0157,5.890328,9.105806,12.37057,16.560876,-7.558844,-11.239141,-24.300901,33522.8896,5.600013,8.881162,12.108727,16.303318,-7.260287,-10.635404,-19.930693,4610.3347,2.851851,1.531406,3.31784,5.054103,-0.999043,-1.801725,-4.431047,4461.2307,2.740713,1.47847,3.467549,5.354226,-0.957785,-1.689554,-4.30324,41237.7295,5.864931,12.62802,19.970521,24.861207,-10.119206,-16.489469,-31.151238,43795.2109,5.769983,13.279812,21.326074,26.909921,-10.643094,-18.047098,-31.131509,95666.8554,6.629994,23.438688,30.271002,44.484498,-16.399118,-22.540944,-63.116506,73405.8369,5.963816,16.507475,21.099549,30.831959,-12.454274,-16.791533,-46.016197,46705.0049,6.846085,11.610277,14.92683,20.183633,-10.236781,-14.665957,-26.226086,35868.1846,6.266037,8.98756,11.627959,14.722954,-7.935939,-11.284671,-19.625221,8512.5899,3.301704,2.68817,6.549394,9.192518,-1.832658,-2.86167,-5.195914,8589.0591,3.324876,2.691333,6.440473,8.504204,-1.82874,-2.84529,-4.681024,57609.1045,7.183958,16.050165,21.94268,30.050853,-14.40159,-23.298299,-38.128586,48314.2061,6.789441,13.737761,19.128114,23.86728,-12.134384,-19.20545,-30.717712
4,batch6.dat,143169.8613,9.204857,31.675282,43.291242,53.828766,-25.865599,-35.281335,-105.586489,139282.0839,7.103841,37.039003,52.193584,68.410166,-25.148959,-35.414533,-106.95513,33704.0586,5.904429,9.167286,12.420928,16.324351,-7.596049,-11.393671,-23.437813,33286.878,5.640551,8.934694,12.1715,16.533895,-7.312812,-10.752423,-21.589638,4614.513,2.866646,1.562709,3.385358,6.192395,-1.014924,-1.679409,-4.51448,4436.7482,2.738822,1.486651,3.621005,6.157394,-0.954372,-1.673672,-4.420277,41134.2237,5.916794,12.739645,19.940624,25.400641,-10.171888,-15.9758,-30.470218,43606.7158,5.819061,13.508438,21.418644,28.387813,-10.706449,-17.456983,-32.456072,95650.3281,6.559417,23.431439,30.432557,38.957307,-16.407083,-22.147428,-66.950634,73437.1113,5.898132,16.494161,21.235407,31.554486,-12.472904,-16.735807,-44.421967,46645.624,6.910351,11.713954,15.121428,20.790725,-10.349061,-14.836855,-28.448526,35785.2129,6.312071,9.043946,11.732134,15.402081,-8.0136,-11.349427,-20.707306,8501.1936,3.327742,2.694765,6.64244,9.123885,-1.848916,-2.953704,-4.819404,8565.6941,3.337436,2.69651,6.485962,9.069989,-1.844564,-2.931915,-4.757902,57843.1494,7.288939,16.378467,22.408141,29.448158,-14.590236,-22.822201,-39.944656,48230.4814,6.84199,13.86758,19.261097,23.399648,-12.249162,-19.231811,-31.136165
4,batch6.dat,130739.2109,8.109041,33.645805,46.690693,58.832469,-23.331257,-31.01936,-88.678301,140924.334,7.09359,37.517615,54.390306,73.458299,-25.623707,-36.298092,-113.537897,33798.2007,5.974211,9.157688,12.550001,16.350526,-7.46227,-10.89295,-20.747724,33219.7851,5.668248,8.941438,12.224631,15.537827,-7.186709,-10.494234,-20.816214,4617.8825,2.877421,1.574654,3.462104,5.141823,-1.003306,-1.684685,-4.028916,4432.2691,2.738813,1.493913,3.55966,4.901951,-0.946965,-1.591786,-4.603865,41277.5693,5.957301,12.792291,20.312095,24.995102,-10.033889,-15.857372,-31.11121,43492.6719,5.847738,13.515135,21.997602,25.85286,-10.422859,-16.28295,-32.343057,95897.7167,6.534482,23.64452,30.819526,37.873049,-16.602642,-22.31511,-72.943515,73679.0683,5.879711,16.604662,21.388801,30.248561,-12.561377,-16.794183,-47.985433,46143.0059,6.897866,11.639777,14.987067,20.766074,-10.10284,-14.185049,-28.992676,35641.1958,6.336039,8.9803,11.839027,16.109251,-7.844816,-11.100689,-20.081165,8475.9587,3.338863,2.725239,6.750738,8.714509,-1.806924,-2.832382,-5.128604,8567.1585,3.342884,2.705292,6.597657,8.635475,-1.809263,-2.858645,-5.277237,57253.4532,7.279884,16.248739,22.558308,28.683307,-14.159053,-22.069863,-35.062942,48180.1347,6.856253,13.885147,19.402308,23.346016,-11.950794,-18.674236,-30.588138
4,batch6.dat,145357.7734,8.346957,37.536985,51.43073,62.191516,-26.490979,-37.280578,-104.666419,140890.2305,7.018984,37.911335,54.803483,66.580774,-25.678036,-35.464633,-121.736491,33733.2187,5.908672,9.251362,12.84766,16.471929,-7.561621,-11.252057,-22.537296,33130.3657,5.619041,8.989059,12.553823,16.146816,-7.272472,-10.475421,-20.698555,4585.2039,2.847783,1.590043,3.569574,6.224145,-1.021835,-1.661504,-3.788574,4400.428,2.71218,1.507539,3.669975,6.57223,-0.955942,-1.520561,-4.147307,40837.7402,5.855802,12.79138,20.97659,26.848834,-10.082754,-16.1379,-30.601849,42870.6553,5.735862,13.50645,22.804055,28.176186,-10.664581,-17.090237,-29.996213,95527.6504,6.481865,23.673543,31.341963,44.515152,-16.544369,-22.759934,-63.154836,73466.2881,5.858354,16.591939,21.413023,30.196691,-12.444932,-16.957805,-45.598456,46090.1948,6.831883,11.773542,15.39212,20.66296,-10.252662,-13.991954,-23.416726,35600.5523,6.273229,9.081484,11.822555,15.2144,-7.935713,-11.022956,-19.65864,8405.242,3.295174,2.765578,7.003563,10.029906,-1.836401,-2.967837,-5.278094,8524.8765,3.311703,2.753136,6.81237,9.473625,-1.822828,-2.818854,-4.365532,56753.7998,7.168087,16.239482,22.85714,27.972148,-14.325434,-22.658819,-37.698993,47780.4629,6.762821,13.940677,20.07391,24.039548,-11.99161,-18.99568,-30.374963
4,batch6.dat,147723.3926,8.347287,38.14925,52.463222,61.469794,-27.028635,-37.062686,-109.812126,141144.4062,6.993409,38.168391,55.961732,70.397228,-25.679713,-35.073852,-114.81982,33796.2198,5.93312,9.297009,13.131758,17.01658,-7.518411,-10.966668,-20.976749,33451.9018,5.66543,9.052545,12.60083,16.655363,-7.233471,-10.712974,-21.786535,4612.2378,2.858297,1.589354,3.57262,5.594623,-1.012989,-1.724338,-4.438272,4435.6182,2.727428,1.510185,3.647368,4.947607,-0.944351,-1.553525,-3.852235,41113.0976,5.912012,12.887048,21.112874,26.372027,-10.08377,-16.532342,-28.047706,43439.9864,5.803456,13.715894,22.595783,27.248758,-10.589825,-17.365035,-31.323227,96037.2988,6.492549,23.79204,31.505337,44.615801,-16.494055,-22.118736,-69.778196,73455.0566,5.823719,16.611768,21.586053,30.809084,-12.502724,-16.641675,-47.347864,46475.663,6.918446,11.819287,15.330618,20.310798,-10.176436,-14.573441,-25.859061,35731.6211,6.314898,9.137253,11.923123,15.087971,-7.881011,-11.348339,-21.753268,8492.2661,3.323175,2.761723,7.017547,9.696075,-1.852431,-2.939156,-5.069345,8568.8391,3.332101,2.768288,6.771597,8.941769,-1.836578,-2.785569,-4.640803,57210.5303,7.24577,16.422907,22.943514,27.045819,-14.399973,-22.474487,-34.803698,48097.2051,6.807886,14.00781,20.0701,23.931264,-12.137833,-18.861138,-29.164554
4,batch6.dat,147995.9355,8.217575,38.458545,53.568244,70.039913,-26.931137,-37.376656,-111.422558,137552.9101,6.796023,38.360555,55.482441,70.421163,-24.606302,-35.772179,-120.502202,34027.354,5.967193,9.337886,13.134094,17.546359,-7.643896,-11.37258,-21.703922,33518.1669,5.682501,9.048429,12.700546,17.517404,-7.371229,-10.630816,-19.826059,4632.6003,2.871087,1.590096,3.691942,5.205772,-1.016303,-1.71767,-4.879843,4448.4185,2.735018,1.517803,3.694533,5.880698,-0.955447,-1.574447,-4.326741,41420.6319,5.969912,12.938764,21.379996,27.090231,-10.163349,-15.889922,-28.30204,43511.0264,5.825464,13.717242,22.625217,28.482392,-10.766051,-17.665102,-31.072059,95949.7227,6.460192,23.851031,31.551454,45.428116,-16.4822,-22.198907,-66.431291,73153.6348,5.778814,16.674339,21.747071,31.219815,-12.460767,-16.842004,-42.955129,46370.5259,6.886755,11.882571,15.365367,19.680407,-10.31693,-14.492188,-26.32436,35739.668,6.315375,9.136354,11.907881,15.604615,-7.976413,-11.218618,-19.115412,8515.8808,3.337585,2.771413,7.04828,9.816767,-1.852684,-2.793623,-5.840471,8615.6514,3.346396,2.766719,6.923567,9.241004,-1.839193,-2.822084,-5.137592,57263.8838,7.24263,16.446732,23.068415,28.696912,-14.474081,-22.160897,-37.903908,48193.7022,6.826806,14.050432,20.258385,24.486367,-12.128732,-18.913456,-30.955026
4,batch6.dat,149885.2519,8.27306,38.649809,53.866377,66.199996,-27.30156,-37.026503,-110.817685,137544.8535,6.900263,37.237238,53.956737,64.482984,-24.894704,-35.150685,-98.931116,33520.6758,5.883009,9.196363,12.902169,16.914581,-7.45159,-11.130304,-20.189405,33025.0683,5.618559,8.955105,12.787279,16.927099,-7.172456,-10.331633,-21.038236,4593.3875,2.863632,1.590101,3.575099,5.366069,-1.005882,-1.695606,-4.082698,4412.7603,2.725257,1.504443,3.630479,5.584141,-0.937426,-1.525302,-4.214198,40960.8877,5.908945,12.783985,20.96843,26.199035,-9.91974,-15.9285,-27.926011,42894.0117,5.790386,13.532642,22.646559,29.734042,-10.452157,-16.796464,-32.797375,96887.8711,6.493805,24.041165,32.179551,43.949214,-16.607471,-22.920196,-63.581484,73917.2851,5.82377,16.73742,21.880584,30.989554,-12.565976,-17.039592,-46.129816,45829.9506,6.836989,11.781315,15.217956,19.645604,-10.100448,-13.948337,-26.064649,35459.0342,6.263296,9.074886,11.837899,15.604513,-7.832984,-10.971243,-20.835987,8376.6154,3.310679,2.752237,7.149665,9.98844,-1.800973,-2.888085,-5.14819,8530.5273,3.32591,2.746795,6.85963,9.583367,-1.791903,-2.760913,-5.358843,56632.6182,7.212192,16.300364,22.815729,27.355686,-14.144164,-22.872676,-37.912092,47852.5351,6.787078,13.93068,20.259289,24.138121,-11.860716,-18.585265,-31.515941
4,batch6.dat,150657.0722,8.225908,38.774251,54.067857,63.010331,-27.326097,-37.847376,-110.32501,130640.002,6.771852,34.943451,50.183113,65.561688,-23.13429,-32.765921,-95.250834,33506.271,5.867766,9.432648,13.276666,17.229548,-7.443736,-11.124935,-22.985351,33048.6591,5.602719,9.178369,12.986233,15.848892,-7.175296,-10.620486,-17.747028,4590.9097,2.844801,1.617443,3.689539,4.950935,-1.010465,-1.72571,-4.330811,4411.1329,2.70507,1.539657,3.659403,6.594752,-0.941512,-1.579729,-4.30284,41299.1846,5.880813,13.138055,21.598455,26.25268,-10.050778,-15.989078,-30.416873,43502.0234,5.79934,13.865299,23.466879,29.329162,-10.494184,-16.767627,-31.211865,97367.8282,6.504693,23.974406,31.443868,41.298032,-16.676402,-22.5252,-62.629791,74302.2324,5.828119,16.77512,21.842786,29.61025,-12.640931,-16.884837,-44.108104,46123.646,6.841126,11.864055,15.53031,20.080268,-10.110642,-14.227602,-25.079791,35438.3574,6.24069,9.183202,12.219316,15.964941,-7.809262,-10.99914,-19.036026,8428.416,3.303603,2.836562,7.204461,9.862761,-1.819867,-2.934211,-5.516962,8543.6409,3.304387,2.83792,6.923327,9.871499,-1.809689,-2.837669,-5.505665,57222.7666,7.191135,16.581416,23.813831,28.648709,-14.243023,-22.433149,-37.297535,48163.4424,6.757,14.230612,20.896364,25.546009,-11.974924,-18.632249,-32.649249
4,batch6.dat,149987.1426,8.111245,39.089754,53.660084,68.216801,-27.187111,-38.003159,-137.365074,128610.2539,6.67826,34.711717,50.159478,63.2305,-22.639596,-30.372541,-111.660836,33801.1133,5.961552,9.349146,13.278608,17.194589,-7.555901,-11.14819,-22.838815,33458.3618,5.684171,9.110123,12.981327,17.147262,-7.26692,-10.591031,-18.917312,4608.6538,2.865231,1.618431,3.597072,5.331196,-1.007164,-1.720113,-4.499556,4465.3326,2.747039,1.536469,3.730633,6.475896,-0.941788,-1.625379,-3.913488,41352.0342,5.9451,13.116783,21.444899,26.20791,-10.119134,-17.119648,-28.284477,43523.164,5.826495,13.753239,22.996978,27.586621,-10.537455,-17.965106,-35.235399,96492.1055,6.450183,23.97198,31.674048,41.997221,-16.495486,-22.992798,-65.953511,73936.1445,5.780793,16.813449,21.616725,29.653983,-12.569212,-17.151309,-41.554869,46350.4658,6.89432,11.826493,15.472816,19.475018,-10.170147,-14.728844,-29.054063,35635.4448,6.31641,9.143302,12.033891,14.974083,-7.907048,-11.150112,-20.060215,8489.0281,3.334483,2.824292,7.205119,9.705552,-1.824227,-2.990247,-5.46407,8579.5586,3.339279,2.816163,7.012331,9.189595,-1.82145,-2.858714,-4.733914,57234.1006,7.232063,16.460673,23.448336,27.931401,-14.248572,-23.194187,-41.900232,48129.8154,6.809534,14.195075,20.569583,24.108085,-12.049038,-19.033555,-31.752662
